2.4767,-1.4591,158.55,-251.37,60.44
2.476,-1.4592,162.91,-253.92,60.4
2.4762,-1.4581,152.93,-246.9,60.32
2.4755,-1.4586,159.55,-252.13,60.3
2.4762,-1.4588,159.19,-249.3,60.3
2.4761,-1.4584,156.74,-246.1,60.3
2.4735,-1.4584,168.43,-251.69,60.36
2.4732,-1.4573,159.09,-251.72,60.4
2.4733,-1.4582,168.47,-246.23,60.52
2.4733,-1.4567,156.57,-242.43,60.6
2.4716,-1.4566,163.21,-251.1,60.6
2.4722,-1.4559,156.73,-242.67,60.6
2.4706,-1.4571,173.56,-253.57,60.6
2.4707,-1.4553,158.44,-246.5,60.6
2.4701,-1.4559,165.05,-251.68,60.6
2.4705,-1.4554,162.59,-239.05,60.6
2.4686,-1.4553,166.08,-253.01,60.6
2.4686,-1.4545,159.08,-251.12,60.6
2.4673,-1.4546,168.22,-248.97,60.72
2.4647,-1.4543,174.78,-260.38,60.8
2.4643,-1.4531,165.22,-257.97,60.8
2.4638,-1.4526,166.12,-252.5,60.8
2.4631,-1.452,166.07,-250.65,60.8
2.4637,-1.4524,169.96,-243.81,60.8
2.4623,-1.4515,169.59,-242.73,60.8
2.4606,-1.4509,168.76,-249.55,60.8
2.4602,-1.4505,167.05,-249.86,60.68
2.4612,-1.4508,167.53,-240.61,60.6
2.4624,-1.4512,160.79,-245.64,60.6
2.462,-1.4506,157.33,-243.18,60.6
2.4573,-1.449,165.34,-248.66,60.6
2.4566,-1.4487,168.07,-244.9,60.6
2.4573,-1.4491,166.48,-250.74,60.68
2.4575,-1.4483,160.92,-244.18,60.8
2.4574,-1.4484,162.82,-244.32,60.8
2.4565,-1.4476,161.06,-243.55,60.8
2.4539,-1.4456,160.28,-234.06,60.8
2.4506,-1.445,167.73,-246.56,60.8
2.4489,-1.445,173.26,-255.99,60.8
2.4489,-1.4441,165.12,-253.88,60.8
2.4482,-1.4441,170.06,-250.25,60.8
2.448,-1.4449,175.48,-257.15,60.8
2.4506,-1.4464,173.72,-259.96,60.8
2.4518,-1.4464,167.86,-256.51,60.8
2.4527,-1.4476,175.26,-257.3,60.8
2.4527,-1.4474,172.01,-258.98,60.8
2.4527,-1.4479,174.45,-264.65,60.88
2.4545,-1.4482,170.44,-259.52,61
2.4556,-1.4488,169.59,-259.2,61
2.4541,-1.4491,177.43,-263.5,61
2.4545,-1.4489,173.64,-261.42,61
2.4549,-1.4482,166.81,-256.02,61
2.4543,-1.4481,168.01,-259.6,61.04
2.4553,-1.4489,172.53,-257.54,61.2
2.4549,-1.4491,171.28,-262.45,61.22
2.4608,-1.4522,169.84,-259.55,61.3
2.4627,-1.4539,173.66,-265.56,61.3
2.4637,-1.4545,174.88,-265.44,61.3
2.4645,-1.455,176.11,-263.09,61.3
2.4623,-1.4541,175.37,-270.43,61.3
2.4619,-1.4538,174.87,-268.87,61.34
2.4609,-1.4538,179.32,-270.21,61.5
2.4611,-1.453,171.67,-264.12,61.62
2.4623,-1.4535,170.67,-264.66,62.1
2.4624,-1.4535,170.31,-263.5,62.16
2.4616,-1.4537,178.15,-261.06,62.4
2.4605,-1.4535,178.31,-267.09,62.48
2.4623,-1.4541,174.54,-265.85,62.8
2.4622,-1.4549,180.26,-272.22,62.8
2.462,-1.454,175.82,-265.23,62.8
2.4611,-1.4541,178.63,-272.39,62.8
2.4609,-1.454,177.94,-272.36,63.3
2.4583,-1.453,181.5,-275.93,63.3
2.4592,-1.453,180.25,-268.96,63.3
2.4595,-1.4531,178.68,-270.74,63.3
2.4584,-1.452,178.38,-261.25,63.9
2.4576,-1.4528,185.59,-270.2,63.9
2.4579,-1.453,184.96,-271.38,63.9
2.4599,-1.4528,175.23,-264.03,63.9
2.4595,-1.4527,174.56,-266.59,64.9
2.4582,-1.4533,184.31,-278.13,64.9
2.4545,-1.4529,193.34,-293.45,65.1
2.4548,-1.4529,193.49,-287.91,65.1
2.4551,-1.4514,182.1,-276.89,65.1
2.4531,-1.4509,185.62,-279.83,65.1
2.4521,-1.4506,186.29,-288.72,65.5
2.4506,-1.4508,194.03,-292.73,65.5
2.4508,-1.4505,191.86,-285.69,65.5
2.4493,-1.45,194.65,-290.88,65.5
2.4499,-1.4501,195.89,-284.14,65.5
2.4486,-1.45,198.84,-290.46,65.5
2.4485,-1.4494,195.06,-287.13,66.7
2.447,-1.4485,192.04,-291.22,66.7
2.4474,-1.4486,190.13,-291.06,66.7
2.4483,-1.4485,187.3,-282.35,66.7
2.4484,-1.4489,191.24,-281.99,66.86
2.4467,-1.4477,187.83,-282.51,66.9
2.447,-1.4486,193.77,-288.87,67.06
2.4474,-1.4487,191.98,-288.95,67.1
2.4478,-1.4482,187.37,-282.04,67.42
2.4479,-1.4491,195.15,-283.09,67.5
2.4497,-1.4501,193.55,-288.58,67.58
2.4513,-1.4514,193.66,-296.67,67.6
2.4515,-1.4524,201.24,-304.11,68.08
2.4524,-1.4518,195.55,-291.52,68.2
2.4511,-1.4512,198.97,-284.66,68.6
2.45,-1.4514,203.05,-294.5,68.7
2.4492,-1.4515,204.78,-302.4,69.02
2.4471,-1.4514,212.76,-310.31,69.1
2.4481,-1.4505,203.88,-297.84,69.5
2.449,-1.4501,197.86,-289.65,69.6
2.4478,-1.45,200.29,-294.64,69.6
2.4474,-1.4496,197.61,-297.12,69.6
2.447,-1.4495,199.04,-300.65,69.76
2.4468,-1.4497,203.06,-300.07,69.8
2.448,-1.4504,202.24,-301.78,70.04
2.4479,-1.4497,200.06,-294.8,70.2
2.4454,-1.4486,200.75,-301.85,70.2
2.4455,-1.449,202.26,-304.46,70.2
2.4438,-1.4487,205.65,-308.55,70.9
2.4438,-1.448,201.09,-303.72,70.9
2.4443,-1.4487,203.12,-305.71,71.84
2.445,-1.449,204.16,-303.52,72
2.4456,-1.448,196.23,-291.42,72.18
2.4443,-1.4477,197.27,-296.11,72.3
2.4439,-1.4487,206.05,-304.32,72.3
2.4449,-1.4488,200.8,-300.51,72.3
2.4453,-1.4482,196.97,-293.45,72.42
2.4432,-1.4482,203.99,-307.49,72.5
2.4437,-1.449,209.01,-308.96,72.62
2.4445,-1.4484,201.25,-303.26,72.7
2.4448,-1.4491,205.07,-302.91,72.82
2.4445,-1.4492,209.17,-300.31,72.9
2.4435,-1.4486,207.11,-304.84,72.78
2.4418,-1.4495,217.01,-326.22,72.7
2.4423,-1.4482,206.81,-313.61,72.7
2.4435,-1.4486,207.28,-307.35,72.7
2.4458,-1.4487,199.5,-297.86,72.54
2.4452,-1.4498,207.62,-311.62,72.3
2.4466,-1.449,199.81,-292.64,72.02
2.4479,-1.4485,193.94,-279.03,71.6
2.4472,-1.448,190.5,-283.11,71.52
2.4457,-1.4484,197.79,-292.82,71.4
2.4452,-1.449,203.75,-299.88,71.48
2.4457,-1.4487,201.45,-297.68,71.6
2.4475,-1.4475,187.1,-278.88,71.76
2.446,-1.4475,189.7,-288.36,72
2.4455,-1.4486,198.06,-301.89,72
2.4462,-1.4494,204.14,-298.1,72
2.4491,-1.448,186.62,-268.78,72.04
2.4481,-1.4483,191.58,-276.39,72.3
2.4465,-1.4484,196.71,-290.47,72.3
2.4444,-1.4481,201.81,-299.06,72.1
2.447,-1.4487,199.91,-285.66,72.1
2.4479,-1.4479,189.12,-277.23,72
2.4465,-1.4476,192.29,-286.42,72
2.4466,-1.4479,193.49,-289.07,71.8
2.4461,-1.4475,192.07,-288.88,71.8
2.4455,-1.4463,185.27,-284.69,71.8
2.4465,-1.4468,186.64,-280.55,71.1
2.4472,-1.4475,188.59,-285.4,71.1
2.4479,-1.449,194.27,-299.84,70.62
2.4501,-1.4491,187.74,-286.02,70.5
2.4496,-1.4467,175.8,-265.04,70.26
2.4482,-1.4457,175.22,-264.16,70.2
2.447,-1.446,179.85,-276.64,70.2
2.4461,-1.4459,183.25,-279.1,70.2
2.4468,-1.4459,182.11,-271.4,70.44
2.4469,-1.4454,177.47,-270.08,70.5
2.4497,-1.4457,170.03,-260.97,70.66
2.4492,-1.4477,184.48,-282.51,70.7
2.4493,-1.4474,182.16,-276.86,70.3
2.4495,-1.4469,178.86,-274,70.2
2.4498,-1.4476,181.75,-279.25,70.2
2.4559,-1.45,175.89,-269.36,70.2
2.4594,-1.4507,168.2,-262.79,70.04
2.4597,-1.451,168.84,-259.72,70
2.4593,-1.4504,166.8,-259.73,69.84
2.4588,-1.4496,163.8,-257.46,69.8
2.4592,-1.4497,161.86,-256.87,69.64
2.4592,-1.4494,159.72,-255.03,69.6
2.4582,-1.4498,167.14,-263.75,69.48
2.4587,-1.4494,163.03,-258.51,69.4
2.4605,-1.4493,157.29,-248.71,69.4
2.4635,-1.45,151.12,-243.65,69.4
2.4622,-1.45,158.36,-246.1,68.76
2.4611,-1.4491,157.04,-245.5,68.5
2.4569,-1.4463,153.03,-242.38,68.5
2.4522,-1.4439,156.3,-244.16,68.5
2.4482,-1.4422,161.61,-245.21,68.5
2.4455,-1.44,157.57,-240.13,68.5
2.446,-1.4399,156.27,-235.51,68.5
2.446,-1.4398,155.88,-232.71,68.5
2.4451,-1.4405,164.89,-242.18,68.5
2.4459,-1.4398,157.29,-234.87,68.5
2.4453,-1.4399,160.33,-238.33,68.5
2.4463,-1.4402,158.6,-235.64,68.5
2.4474,-1.441,158.31,-242.85,66.7
2.4481,-1.4411,156.44,-241.66,65.5
2.4476,-1.4412,159.29,-244.64,65.38
2.4484,-1.4419,160.5,-247.46,65.3
2.4495,-1.4424,160.36,-243.13,65.18
2.4509,-1.4427,157.95,-236.51,65.1
2.4509,-1.4425,157.19,-233.04,65.1
2.4499,-1.4431,164.75,-240.75,65.1
2.45,-1.4427,161.81,-239.46,65.02
2.45,-1.4417,156,-233.49,64.9
2.4506,-1.4421,157.42,-232.37,64.86
2.4503,-1.4424,157.61,-242.24,64.8
2.4495,-1.4426,162.99,-248.12,64.8
2.4484,-1.4407,154.62,-238.56,64.8
2.4481,-1.4412,157.67,-245.73,64.68
2.4491,-1.4415,157.98,-235.04,64.6
2.4496,-1.4419,159.1,-236.25,64.2
2.4489,-1.441,156.19,-233.09,64.2
2.4492,-1.4413,156.93,-235.52,64.2
2.4502,-1.4423,157.72,-239.04,64.2
2.4507,-1.4424,156.4,-238.21,64.2
2.4506,-1.4424,156.22,-241.81,64.2
2.4513,-1.443,156.28,-241.39,64.2
2.4521,-1.4433,156.07,-239.81,64.2
2.4534,-1.4434,153.12,-236.27,64.2
2.4521,-1.4427,153.36,-234.71,64.2
2.4531,-1.4428,150.96,-230.92,63.76
2.4543,-1.4435,150.57,-231.89,63.1
2.4553,-1.444,150.45,-232.44,63.06
2.4544,-1.4444,156.58,-240.73,63
2.4552,-1.4441,150.62,-233.99,63
2.4546,-1.4444,153.53,-237.01,63
2.4554,-1.4447,151.64,-235.31,63
2.4556,-1.4448,152.97,-237,63
2.4556,-1.4449,153.5,-237.13,62.82
2.4579,-1.4455,150.41,-229.87,62.1
2.46,-1.447,151.94,-231.95,62.02
2.4592,-1.447,152.63,-235.42,61.7
2.4595,-1.447,151.13,-239,61.7
2.4561,-1.4457,154.56,-240.55,61.7
2.4532,-1.4445,157.81,-240.17,61.7
2.4531,-1.4443,156.47,-241.35,61.7
2.4542,-1.4448,156.84,-238.4,61.54
2.4536,-1.4445,155.74,-236.29,61.5
2.4533,-1.444,154.86,-233.13,61.5
2.454,-1.4444,153.64,-230.87,61.5
2.4548,-1.4449,152.85,-233.76,61.46
2.4547,-1.4449,152.87,-236.89,61.3
2.455,-1.4451,152.61,-240.02,61.3
2.4552,-1.4449,151.02,-237.28,61.3
2.4575,-1.4464,153.2,-237.84,61.3
2.4596,-1.4474,153.74,-235.39,61.3
2.4595,-1.4471,151.92,-234.07,61.3
2.4585,-1.4469,153.83,-236.85,61
2.459,-1.447,153.74,-234.26,61
2.46,-1.4477,153.35,-236.87,60.8
2.4605,-1.4481,152.84,-236.73,60.8
2.4604,-1.4483,153.43,-240.45,60.6
2.4609,-1.4485,154.75,-238.27,60.6
2.4622,-1.449,153.97,-235.08,60.4
2.4627,-1.4492,151.71,-235.39,60.4
2.4642,-1.45,151.33,-235.87,60.4
2.4652,-1.4508,152.35,-239.06,60.4
2.4655,-1.4509,152.31,-237.15,60.3
2.4651,-1.4505,151.16,-235.17,60.3
2.4643,-1.4501,151.32,-236.3,60.1
2.464,-1.4504,153.66,-241.63,60.1
2.4656,-1.4509,150.28,-238.39,59.9
2.4667,-1.4514,148.76,-237.59,59.9
2.4674,-1.4519,149.6,-237.13,59.7
2.4678,-1.4524,150.82,-239.28,59.7
2.4685,-1.4527,149.06,-240.14,59.9
2.4689,-1.4529,150.2,-239.01,59.9
2.47,-1.4534,150.51,-236.02,59.9
2.4705,-1.4541,152.01,-238.58,59.9
2.4698,-1.4554,164.84,-249.95,59.74
2.4712,-1.4541,149.94,-238.29,59.7
2.4717,-1.4551,155.08,-242.06,59.7
2.4732,-1.456,156.72,-239.96,59.7
2.4741,-1.4559,149.74,-241.16,59.54
2.4734,-1.4566,157.62,-250.24,59.5
2.4743,-1.4559,148.39,-242.18,59.42
2.4735,-1.457,159.67,-249.77,59.4
2.474,-1.456,150.04,-243.18,59.24
2.4737,-1.456,150.95,-245.52,59.2
2.4743,-1.4561,150.56,-241.2,59.04
2.4742,-1.4566,155.17,-243.38,59
2.4752,-1.456,146.94,-234.94,59
2.4749,-1.4563,148.63,-238.97,59
2.4751,-1.4564,148.76,-240.1,59
2.4746,-1.4569,156.45,-241.06,59
2.4742,-1.4557,148.69,-236.09,59
2.4736,-1.4558,152.88,-238.35,59
2.4733,-1.4558,152.59,-243.04,58.84
2.4729,-1.4565,162.39,-241.5,58.8
2.4732,-1.4563,156.04,-244.1,58.8
2.4734,-1.4555,149.65,-240.48,58.8
2.4722,-1.4562,162.17,-243.75,59.12
2.4714,-1.455,152.99,-243.5,59.2
2.4698,-1.4552,162.35,-248.76,59.32
2.4708,-1.4543,154.01,-233.75,59.4
2.4707,-1.4546,157.08,-235.61,59.46
2.4704,-1.4539,151.69,-237.62,59.5
2.4703,-1.4545,159.6,-236.45,59.5
2.4701,-1.4545,158.68,-239.09,59.5
2.4688,-1.4537,156.61,-242.04,59.62
2.4687,-1.4538,158.61,-241.53,59.7
2.4683,-1.4545,164.03,-247.31,59.7
2.4673,-1.4529,155.49,-244.07,59.7
2.4658,-1.4526,161.21,-242.52,59.82
2.4642,-1.4532,170.19,-255.16,59.9
2.4644,-1.452,160.01,-246.8,59.78
2.464,-1.4522,165.59,-246.22,59.7
2.4625,-1.452,167.84,-255.38,59.7
2.4645,-1.4519,160.55,-245.23,59.7
2.4625,-1.4519,168.97,-251.37,59.58
2.4614,-1.452,173.49,-257.22,59.5
2.4614,-1.4511,168.26,-249.51,59.44
2.462,-1.4517,170.76,-249.95,59.4
2.4618,-1.452,168.55,-257.04,59.28
2.4623,-1.4521,164.86,-253.97,59.2
2.4571,-1.4505,176.99,-256.34,59.04
2.4538,-1.447,164.4,-251.23,58.8
2.4534,-1.447,166.55,-253.35,58.72
2.4534,-1.4463,161.92,-249.73,58.6
2.4532,-1.4467,168.38,-248.08,58.56
2.4526,-1.447,172.48,-255.43,58.5
2.4518,-1.4455,164.64,-251.78,58.5
2.4512,-1.445,164.36,-248.53,58.5
2.4506,-1.4451,169.28,-248.02,58.54
2.4489,-1.4449,172.84,-257.45,58.6
2.4499,-1.4442,163.78,-249.67,58.6
2.4506,-1.4453,168.85,-250.73,58.6
2.4539,-1.4485,175.59,-259.68,58.6
2.4552,-1.4478,164.88,-252.38,58.6
2.4558,-1.4491,172.55,-259.21,58.56
2.4559,-1.4493,173.79,-259.2,58.5
2.4577,-1.4504,172.16,-263.21,58.5
2.4633,-1.4526,165.02,-259.62,58.5
2.4628,-1.4526,164.91,-261.91,58.42
2.4629,-1.4541,180.01,-263.3,58.3
2.4628,-1.4528,166.52,-264.23,58.38
2.4628,-1.4521,161.27,-257.29,58.5
2.4646,-1.4536,165.06,-257.19,58.52
2.4667,-1.4553,171.82,-253.93,58.6
2.4648,-1.454,166.76,-259.78,58.6
2.4665,-1.4547,165.62,-256.72,58.6
2.467,-1.4551,166.52,-255.61,58.6
2.4667,-1.4555,173.42,-254.65,58.6
2.4662,-1.4544,165.53,-255.9,58.6
2.4646,-1.4544,171.02,-263.9,58.6
2.4658,-1.4545,166.63,-260.18,58.68
2.4654,-1.4546,169.27,-260.82,59
2.4632,-1.4543,173.3,-268.74,59.1
2.4619,-1.4558,194.6,-273.98,59.5
2.4628,-1.4558,190.52,-271.65,59.66
2.4632,-1.4551,183.89,-264.97,60.3
2.4617,-1.457,206.99,-278.24,60.44
2.4587,-1.4585,226.51,-305.29,61
2.4582,-1.4582,225.98,-304.9,61.04
2.4559,-1.4578,230.77,-314.17,61.2
2.4569,-1.458,228.79,-306.76,61.44
2.4555,-1.4573,228.69,-310.36,62.4
2.4551,-1.4581,234.2,-319.49,62.54
2.4548,-1.458,235.2,-321.54,63.1
2.4543,-1.4579,233.67,-324.05,63.28
2.4535,-1.4567,230.2,-313.54,64
2.4534,-1.4565,230.23,-311.25,64
2.453,-1.4568,231.91,-318.01,64.8
2.4519,-1.4572,239.38,-323.08,64.8
2.4487,-1.457,248.01,-340.2,65.5
2.4482,-1.4563,246.54,-331.61,65.5
2.4469,-1.4541,235.8,-323.01,66.2
2.4457,-1.4542,240.22,-329.86,66.2
2.4438,-1.4545,248.38,-341.84,66.9
2.4441,-1.4548,251.37,-336.86,66.9
2.445,-1.4547,244.64,-336.29,67.5
2.4442,-1.4533,238.89,-330.02,67.5
2.4412,-1.4534,251.31,-341.33,68
2.4389,-1.4535,261.46,-352.19,68
2.4405,-1.4537,258.43,-341.02,68.5
2.4433,-1.454,250.03,-333.88,68.5
2.4454,-1.4547,243.39,-332.48,69.1
2.4431,-1.4543,248.22,-343.93,69.1
2.4412,-1.4541,257.02,-345.56,69.4
2.441,-1.4532,250.11,-341.38,69.4
2.4416,-1.4529,246.41,-335.6,70.2
2.444,-1.4554,254.71,-342.22,70.2
2.4459,-1.4564,253.74,-343.92,70.2
2.4451,-1.4554,249.92,-339.63,70.2
2.4446,-1.4554,251.27,-343.12,71.4
2.4461,-1.4563,252.06,-342.6,71.4
2.4453,-1.4563,255.04,-350.04,71.96
2.4467,-1.457,255.78,-343.58,72.1
2.4458,-1.4575,260.08,-355.82,72.42
2.4459,-1.457,253.24,-354.11,72.5
2.447,-1.4571,251.92,-344.61,72.5
2.4483,-1.4584,258.88,-341.48,72.9
2.4447,-1.4566,256.59,-355.56,73
2.4415,-1.4558,255.97,-382.28,73.32
2.4411,-1.4555,257.64,-378.4,73.4
2.4423,-1.4546,251.73,-355.96,73.72
2.4408,-1.4545,254.09,-366.3,73.8
2.439,-1.455,262.83,-381.93,74.2
2.4385,-1.4543,260.76,-379.38,74.3
2.4391,-1.4545,260.93,-374.57,74.3
2.4389,-1.4541,260.23,-374.69,74.3
2.4384,-1.4544,263.51,-380.71,74.86
2.4366,-1.4545,270.33,-390.85,75
2.4361,-1.454,268.05,-387.19,75.32
2.4372,-1.4533,259.72,-375.48,75.4
2.4366,-1.4532,262.12,-373.42,75.4
2.4348,-1.4531,266.94,-385.1,75.4
2.4327,-1.4524,269.86,-389.63,75.8
2.4327,-1.4524,273.38,-383.77,75.9
2.4335,-1.4516,266.08,-370.51,76.14
2.4321,-1.4527,277.86,-387.06,76.3
2.4317,-1.4527,275.66,-397.42,76.42
2.4319,-1.4527,275.59,-399.99,76.5
2.4364,-1.4501,242.57,-354.98,76.56
2.4373,-1.4494,234.44,-346.8,76.6
2.4372,-1.4498,237.53,-349.66,76.72
2.4371,-1.4503,239.89,-356.34,76.8
2.4368,-1.4509,242.87,-367.29,76.8
2.4388,-1.4503,233.98,-348.29,76.8
2.439,-1.4493,225.96,-342.18,76.92
2.4391,-1.4479,213.87,-336.6,77
2.4396,-1.4478,208.72,-339.14,77
2.4405,-1.4475,203.83,-330.51,77
2.4402,-1.4477,207.2,-329.41,77
2.4409,-1.4475,202.77,-327.44,77
2.4401,-1.4472,203.92,-329.39,76.7
2.4406,-1.4472,201.25,-328,76.5
2.4417,-1.4469,197.15,-314.94,76.26
2.4408,-1.4464,196.39,-317.32,76.1
2.4408,-1.4479,203.71,-334.67,75.86
2.4415,-1.4481,201.54,-334.27,75.7
2.4416,-1.4464,188.06,-327.07,75.7
2.4416,-1.4457,185.81,-314.72,75.7
2.4412,-1.4457,190.39,-311.91,75.7
2.4426,-1.4463,191.87,-303.04,75.7
2.4476,-1.4479,184.47,-290.62,75.66
2.4458,-1.4478,191.96,-291.12,75.6
2.4452,-1.4475,195.2,-286.84,75.44
2.4433,-1.4477,199.92,-307.19,75.2
2.4435,-1.4469,191.61,-304.26,75.04
2.4446,-1.4464,186.98,-289.39,74.8
2.4429,-1.4458,181.49,-309.78,74.76
2.4413,-1.4453,181.76,-320.86,74.7
2.4404,-1.4457,189.66,-325.23,74.74
2.4409,-1.4456,186.4,-325.28,74.8
2.443,-1.4452,178.07,-307.7,74.88
2.4434,-1.4449,174.28,-302.45,75
2.4428,-1.4456,179.9,-313.63,74.92
2.4428,-1.4446,173.79,-304.18,74.8
2.4435,-1.4438,170.96,-287.19,74.88
2.4445,-1.4442,169.56,-283.59,75
2.4434,-1.4444,171.86,-300.23,75.08
2.4433,-1.4445,175,-300.48,75.4
2.4455,-1.4448,168.1,-288.89,75.44
2.4456,-1.4447,166.65,-288.97,75.6
2.4452,-1.4444,164.41,-293.05,75.6
2.445,-1.4446,164.81,-302.09,75.6
2.4463,-1.4453,166.22,-296.18,75.56
2.4487,-1.4457,162.2,-282.98,75.4
2.4539,-1.4476,155.41,-278.23,75.32
2.4576,-1.4489,156.43,-257.99,75
2.4575,-1.4487,156.99,-254.14,74.86
2.4587,-1.449,156.3,-253.41,74.3
2.4605,-1.4492,148.94,-246.15,74.16
2.461,-1.4505,156.62,-257.17,73.6
2.4601,-1.45,156.42,-258.51,73.46
2.4589,-1.4495,158.33,-260.62,72.9
2.4577,-1.4488,158.47,-260.62,72.68
2.4558,-1.4476,157.13,-261.16,71.8
2.455,-1.4474,159.39,-261.25,71.58
2.4551,-1.4471,159.61,-257.22,70.7
2.4542,-1.4463,159.41,-253.72,70.44
2.4541,-1.445,151.94,-245.87,69.4
2.4525,-1.4453,160.39,-250.77,69.4
2.448,-1.4425,159.81,-248.04,68.2
2.4475,-1.4416,155.79,-245.07,68.2
2.446,-1.4411,157.64,-250.2,67.3
2.445,-1.4396,151.84,-239.93,67.3
2.4445,-1.4406,161.42,-247.97,66.7
2.4467,-1.4406,152.5,-241.34,66.7
2.4468,-1.4407,152.98,-244.27,66.4
2.4475,-1.4418,157.64,-247.67,66.4
2.4496,-1.4422,152.77,-243.39,65.7
2.4497,-1.4423,153.24,-244.65,65.7
2.4503,-1.4432,159.05,-246.96,65.3
2.4502,-1.4433,159.39,-249.46,65.3
2.4516,-1.4428,149.09,-239.55,64.8
2.4512,-1.4431,154.69,-244.27,64.8
2.4508,-1.4436,159.26,-248.85,64.2
2.4511,-1.4438,155.91,-248.03,64.2
2.4512,-1.4441,157.98,-247.62,63.9
2.4513,-1.4436,155.85,-243.13,63.9
2.4507,-1.4439,160.13,-249.06,63.9
2.4518,-1.4441,156.35,-245.59,63.9
2.4521,-1.4448,161.1,-253.04,63.26
2.4502,-1.4422,152.99,-244.18,63.1
2.4497,-1.4422,155.46,-247.45,62.86
2.4504,-1.4429,157.34,-248.06,62.8
2.45,-1.4427,157.44,-246.26,62.64
2.4499,-1.4426,156.76,-247.72,62.6
2.4518,-1.4433,153.66,-242.95,62.6
2.4523,-1.4443,159.75,-246.94,62.6
2.4524,-1.4443,158.95,-248.73,62.6
2.4524,-1.4443,157.98,-248.52,62.6
2.4494,-1.4421,155.21,-243.8,62.6
2.448,-1.4416,156.82,-248.01,62.6
2.448,-1.4421,160.8,-249.39,62.24
2.4474,-1.4422,164.37,-251.34,62.2
2.4484,-1.4423,160.51,-247.98,62.2
2.4489,-1.4424,160.05,-248.87,62.2
2.4489,-1.4429,164.59,-251.02,62.2
2.4491,-1.4432,167.25,-249.44,62.2
2.4492,-1.4421,158.47,-244.07,61.74
2.4486,-1.4417,156.33,-243.58,61.7
2.4488,-1.4425,161.84,-248.08,61.7
2.4493,-1.4423,158.99,-240.14,61.7
2.4491,-1.4426,159.49,-245.48,61.7
2.45,-1.443,158.5,-246.64,61.7
2.4511,-1.4434,158.14,-239.89,62.02
2.4528,-1.4438,153.79,-238.63,62.1
2.4516,-1.4444,161.41,-250.56,61.98
2.4531,-1.4449,159.25,-246.91,61.9
2.4545,-1.4446,153.09,-237.13,61.78
2.4542,-1.4449,154.99,-243.75,61.7
2.4546,-1.4463,161.61,-253.24,61.58
2.4574,-1.4464,152.91,-235.91,61.5
2.4571,-1.4466,155.09,-240.12,61.5
2.4571,-1.4469,155.37,-243.62,61.5
2.4587,-1.4466,149.2,-228.59,61.2
2.4586,-1.4466,148.79,-232.61,61
2.4564,-1.4459,150.71,-241.45,61
2.4551,-1.4454,154.88,-237.89,61
2.4557,-1.4448,146.98,-227.21,61
2.4546,-1.4458,154.46,-246.11,61
2.4577,-1.447,152.41,-240.34,61
2.459,-1.4479,156.69,-234.17,61
2.4574,-1.4482,161.51,-252.24,60.8
2.4588,-1.4479,152.84,-245.25,60.8
2.4597,-1.4486,153.42,-248.21,60.68
2.4609,-1.4489,151.89,-243.32,60.6
2.462,-1.45,155.84,-245.77,60.4
2.4633,-1.45,150.4,-239.2,60.4
2.465,-1.4508,148.12,-237.72,60.4
2.4659,-1.4517,149.17,-242.42,60.4
2.467,-1.4522,148.89,-239.18,60.6
2.4676,-1.4538,157.97,-247.87,60.6
2.4686,-1.4538,152,-248,60.4
2.4667,-1.4527,150.62,-249.32,60.4
